id,source,source_name,target,target_name,type,confidence,source_id,evidence_title,evidence_url,evidence_strength,review_status,review_note,note
p1_rel_130,marvell,Marvell,quanta,Quanta Computer,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_131,qualcomm,Qualcomm,supermicro,Supermicro,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_132,qualcomm,Qualcomm,arista,Arista Networks,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_133,qualcomm,Qualcomm,dell,Dell Technologies,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_134,qualcomm,Qualcomm,hpe,HPE,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_135,qualcomm,Qualcomm,lenovo,Lenovo,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_136,qualcomm,Qualcomm,quanta,Quanta Computer,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_137,intel,Intel,supermicro,Supermicro,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_138,intel,Intel,arista,Arista Networks,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_139,intel,Intel,dell,Dell Technologies,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_140,intel,Intel,hpe,HPE,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_141,intel,Intel,lenovo,Lenovo,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_142,intel,Intel,quanta,Quanta Computer,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_143,cerebras,Cerebras,supermicro,Supermicro,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_144,cerebras,Cerebras,arista,Arista Networks,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_145,cerebras,Cerebras,dell,Dell Technologies,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_146,cerebras,Cerebras,hpe,HPE,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_147,cerebras,Cerebras,lenovo,Lenovo,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_148,cerebras,Cerebras,quanta,Quanta Computer,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_149,sambanova,SambaNova Systems,supermicro,Supermicro,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_150,sambanova,SambaNova Systems,arista,Arista Networks,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_151,sambanova,SambaNova Systems,dell,Dell Technologies,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_152,sambanova,SambaNova Systems,hpe,HPE,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_153,sambanova,SambaNova Systems,lenovo,Lenovo,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_154,sambanova,SambaNova Systems,quanta,Quanta Computer,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_155,groq,Groq,supermicro,Supermicro,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_156,groq,Groq,arista,Arista Networks,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_157,groq,Groq,dell,Dell Technologies,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_158,groq,Groq,hpe,HPE,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_159,groq,Groq,lenovo,Lenovo,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_160,groq,Groq,quanta,Quanta Computer,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_161,tenstorrent,Tenstorrent,supermicro,Supermicro,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_162,tenstorrent,Tenstorrent,arista,Arista Networks,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_163,tenstorrent,Tenstorrent,dell,Dell Technologies,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_164,tenstorrent,Tenstorrent,hpe,HPE,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_165,tenstorrent,Tenstorrent,lenovo,Lenovo,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_166,tenstorrent,Tenstorrent,quanta,Quanta Computer,supplies_to,0.72,src_ecosystem_mapping,,,,,,AI 芯片、网络芯片和 IP 服务服务器和数据中心基础设施。
p1_rel_167,supermicro,Supermicro,azure,Microsoft Azure,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_168,supermicro,Supermicro,aws,AWS,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_169,supermicro,Supermicro,google_cloud,Google Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_170,supermicro,Supermicro,oracle_cloud,Oracle Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_171,supermicro,Supermicro,lambda_labs,Lambda,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_172,arista,Arista Networks,azure,Microsoft Azure,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_173,arista,Arista Networks,aws,AWS,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_174,arista,Arista Networks,google_cloud,Google Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_175,arista,Arista Networks,oracle_cloud,Oracle Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_176,arista,Arista Networks,lambda_labs,Lambda,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_177,dell,Dell Technologies,azure,Microsoft Azure,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_178,dell,Dell Technologies,aws,AWS,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_179,dell,Dell Technologies,coreweave,CoreWeave,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_180,dell,Dell Technologies,google_cloud,Google Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_181,dell,Dell Technologies,oracle_cloud,Oracle Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_182,dell,Dell Technologies,lambda_labs,Lambda,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_183,hpe,HPE,azure,Microsoft Azure,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_184,hpe,HPE,aws,AWS,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_185,hpe,HPE,coreweave,CoreWeave,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_186,hpe,HPE,google_cloud,Google Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_187,hpe,HPE,oracle_cloud,Oracle Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_188,hpe,HPE,lambda_labs,Lambda,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_189,lenovo,Lenovo,azure,Microsoft Azure,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_190,lenovo,Lenovo,aws,AWS,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_191,lenovo,Lenovo,coreweave,CoreWeave,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_192,lenovo,Lenovo,google_cloud,Google Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_193,lenovo,Lenovo,oracle_cloud,Oracle Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_194,lenovo,Lenovo,lambda_labs,Lambda,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_195,quanta,Quanta Computer,azure,Microsoft Azure,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_196,quanta,Quanta Computer,aws,AWS,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_197,quanta,Quanta Computer,coreweave,CoreWeave,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_198,quanta,Quanta Computer,google_cloud,Google Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_199,quanta,Quanta Computer,oracle_cloud,Oracle Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_200,quanta,Quanta Computer,lambda_labs,Lambda,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_201,wistron,Wistron,azure,Microsoft Azure,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_202,wistron,Wistron,aws,AWS,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_203,wistron,Wistron,coreweave,CoreWeave,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_204,wistron,Wistron,google_cloud,Google Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_205,wistron,Wistron,oracle_cloud,Oracle Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_206,wistron,Wistron,lambda_labs,Lambda,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_207,wiwynn,Wiwynn,azure,Microsoft Azure,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_208,wiwynn,Wiwynn,aws,AWS,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_209,wiwynn,Wiwynn,coreweave,CoreWeave,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_210,wiwynn,Wiwynn,google_cloud,Google Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_211,wiwynn,Wiwynn,oracle_cloud,Oracle Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_212,wiwynn,Wiwynn,lambda_labs,Lambda,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_213,vertiv,Vertiv,azure,Microsoft Azure,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_214,vertiv,Vertiv,aws,AWS,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_215,vertiv,Vertiv,coreweave,CoreWeave,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_216,vertiv,Vertiv,google_cloud,Google Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_217,vertiv,Vertiv,oracle_cloud,Oracle Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_218,vertiv,Vertiv,lambda_labs,Lambda,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_219,eaton,Eaton,azure,Microsoft Azure,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_220,eaton,Eaton,aws,AWS,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_221,eaton,Eaton,coreweave,CoreWeave,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_222,eaton,Eaton,google_cloud,Google Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_223,eaton,Eaton,oracle_cloud,Oracle Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_224,eaton,Eaton,lambda_labs,Lambda,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_225,schneider,Schneider Electric,azure,Microsoft Azure,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_226,schneider,Schneider Electric,aws,AWS,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_227,schneider,Schneider Electric,coreweave,CoreWeave,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_228,schneider,Schneider Electric,google_cloud,Google Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_229,schneider,Schneider Electric,oracle_cloud,Oracle Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_230,schneider,Schneider Electric,lambda_labs,Lambda,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_231,digital_realty,Digital Realty,azure,Microsoft Azure,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_232,digital_realty,Digital Realty,aws,AWS,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_233,digital_realty,Digital Realty,coreweave,CoreWeave,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_234,digital_realty,Digital Realty,google_cloud,Google Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_235,digital_realty,Digital Realty,oracle_cloud,Oracle Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_236,digital_realty,Digital Realty,lambda_labs,Lambda,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_237,equinix,Equinix,azure,Microsoft Azure,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_238,equinix,Equinix,aws,AWS,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_239,equinix,Equinix,coreweave,CoreWeave,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_240,equinix,Equinix,google_cloud,Google Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_241,equinix,Equinix,oracle_cloud,Oracle Cloud,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_242,equinix,Equinix,lambda_labs,Lambda,supplies_to,0.7,src_ecosystem_mapping,,,,,,服务器、网络、电力和机房供应云和 GPU 云平台扩张。
p1_rel_243,azure,Microsoft Azure,anthropic,Anthropic,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_244,azure,Microsoft Azure,mistral,Mistral AI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_245,azure,Microsoft Azure,meta_ai,Meta AI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_246,azure,Microsoft Azure,deepmind,Google DeepMind,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_247,azure,Microsoft Azure,cohere,Cohere,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_248,azure,Microsoft Azure,xai,xAI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_249,aws,AWS,openai,OpenAI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_250,aws,AWS,mistral,Mistral AI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_251,aws,AWS,meta_ai,Meta AI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_252,aws,AWS,deepmind,Google DeepMind,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_253,aws,AWS,cohere,Cohere,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_254,aws,AWS,xai,xAI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_255,coreweave,CoreWeave,openai,OpenAI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_256,coreweave,CoreWeave,anthropic,Anthropic,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_257,coreweave,CoreWeave,meta_ai,Meta AI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_258,coreweave,CoreWeave,deepmind,Google DeepMind,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_259,coreweave,CoreWeave,cohere,Cohere,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_260,coreweave,CoreWeave,xai,xAI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_261,google_cloud,Google Cloud,openai,OpenAI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_262,google_cloud,Google Cloud,anthropic,Anthropic,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_263,google_cloud,Google Cloud,mistral,Mistral AI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_264,google_cloud,Google Cloud,meta_ai,Meta AI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_265,google_cloud,Google Cloud,deepmind,Google DeepMind,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_266,google_cloud,Google Cloud,cohere,Cohere,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_267,google_cloud,Google Cloud,xai,xAI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_268,oracle_cloud,Oracle Cloud,openai,OpenAI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_269,oracle_cloud,Oracle Cloud,anthropic,Anthropic,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_270,oracle_cloud,Oracle Cloud,mistral,Mistral AI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_271,oracle_cloud,Oracle Cloud,meta_ai,Meta AI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_272,oracle_cloud,Oracle Cloud,deepmind,Google DeepMind,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_273,oracle_cloud,Oracle Cloud,cohere,Cohere,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_274,oracle_cloud,Oracle Cloud,xai,xAI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_275,lambda_labs,Lambda,openai,OpenAI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_276,lambda_labs,Lambda,anthropic,Anthropic,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_277,lambda_labs,Lambda,mistral,Mistral AI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_278,lambda_labs,Lambda,meta_ai,Meta AI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_279,lambda_labs,Lambda,deepmind,Google DeepMind,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_280,lambda_labs,Lambda,cohere,Cohere,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_281,lambda_labs,Lambda,xai,xAI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_282,crusoe,Crusoe,openai,OpenAI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_283,crusoe,Crusoe,anthropic,Anthropic,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_284,crusoe,Crusoe,mistral,Mistral AI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_285,crusoe,Crusoe,meta_ai,Meta AI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_286,crusoe,Crusoe,deepmind,Google DeepMind,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_287,crusoe,Crusoe,cohere,Cohere,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_288,crusoe,Crusoe,xai,xAI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
p1_rel_289,nebius,Nebius,openai,OpenAI,runs_on,0.72,src_ecosystem_mapping,,,,,,基础模型训练和推理依赖云、GPU 云和专用计算平台。
